,index,body,Target,Date,I(positive),I(neutral),I(negative),I(positive)*score,I(neutral)*score,I(negative)*score
22,30866,i am making mooney shorting tesla but i really do feel sorry for those who have fell for this farse and sunk retirement savings into it i hope they see sense and realise what the hell they have done,1,2018-03-28 18:52:09,0,1,0,0.0,0.8514258861541748,0.0
23,34436,by 2021 there will likely be more affordable versions of sx and that would expand the tam to 200kyearimportant thing is tesla has many levers to pull to maintain 50 growth in the next 3 years barring a recession,0,2018-04-03 16:12:30,0,1,0,0.0,0.5144844651222229,0.0
24,12701,that makes sense they want to match the pace at which they selltsla,0,2017-05-15 01:10:57,0,0,1,0.0,0.0,0.6322933435440063
25,35676,tesla about to face huuge competition better cars from bigger producers financing drying up fast50 downside sell the squeeze vs f gm,0,2017-11-27 18:34:39,0,0,1,0.0,0.0,0.8138130307197571
26,34089,what did autonews cowen motor intelligence have for october november ie for the whole quarter tesla,1,2015-01-08 17:59:44,0,0,1,0.0,0.0,0.7232329249382019
27,21261,tesla lost 3b in market cap today scty gained 002b stocks investing tradeideas,0,2016-06-23 12:16:02,1,0,0,0.39862698316574097,0.0,0.0
28,26173,we are crashing lol spy aapl tesla nflx,0,2015-11-13 15:19:08,0,1,0,0.0,0.5175358653068542,0.0
29,28283,tesla did add some 320 calls for 220 on the pullback but like i said yesterday i think lower today after that huge move,0,2017-05-10 13:51:22,0,1,0,0.0,0.4903300702571869,0.0
30,37266,good info and a new tesla charging problem,0,2017-08-20 12:53:08,1,0,0,0.5675067901611328,0.0,0.0
31,32506,40k cars to 400k cars in 4 years thats called growth not everyone sees vision thats ok tesla tesla,0,2015-07-21 13:38:04,0,1,0,0.0,0.925532877445221,0.0
32,33381,tesla but i feel thats a bull trap,0,2017-10-03 14:44:08,0,1,0,0.0,0.8885709047317505,0.0
33,39380,now offering 7 day free trial to options day trading team room or twtr feed msft aapl nflx tesla amzn googl,0,2018-05-25 03:15:03,1,0,0,0.5510159134864807,0.0,0.0
34,20845,xiuto ishares cdn sptsx 60 index fund newsxiuto gdp tesla eem xiuto pennystocks investing,0,2015-06-17 16:50:07,0,1,0,0.0,0.7245437502861023,0.0
35,252,free video with setups for dec 6 let this play out aapl fslr amzn tesla marketanalysis201712letplayout,0,2017-12-05 23:46:39,0,0,1,0.0,0.0,0.5666075944900513
36,35119,predictions for fridays crop report corn 170180beans 4951i think the market probably moves but it could sit tesla is probably overvalued,1,2018-08-06 19:12:35,0,1,0,0.0,0.907476544380188,0.0
37,3434,tesla model3 vin 14xxx was assigned rampy,1,2018-03-30 17:57:10,1,0,0,0.9506415128707886,0.0,0.0
38,1278,actives on open cboe aapl tesla amzn v twtr mrk abx dow fb,0,2015-04-28 13:52:18,1,0,0,0.8767722845077515,0.0,0.0
39,8285,tesla velocityshares daily 2x vix short term etn filingstsla pcar cop ci tesla pennystocks pennystocks,0,2015-09-17 05:46:13,0,1,0,0.0,0.650632917881012,0.0
40,15215,tesla i tried to warn yall about the sinking ship tesla teslamotors,0,2015-08-14 18:54:34,0,1,0,0.0,0.870207667350769,0.0
41,2624,lng to drive record 230b in energy exports gld xauusd tesla barc lyg jpm c gbtc sq amzn coin aapl spy nflx nvda mu opec usd jpy usoil ukoil economylngtodriverecord230binenergyexports20180406p4z88nhtml via,0,2018-04-08 08:08:47,0,0,1,0.0,0.0,0.6779837608337402
42,3698,amzn alexa home amusing pieces r redundant useless complicating lifeneed a real servant that cooksnot u did everything already and alexa waits for ur voice to ignitestupid msft googl fb f tesla twtr aapl c ibm btc bitcoin,1,2018-09-23 05:24:56,0,0,1,0.0,0.0,0.8495255708694458
43,6039,amzn was red for a bit always short lived tesla fb googl,1,2017-03-30 15:05:48,0,0,1,0.0,0.0,0.6805630326271057
44,4095,daimler in talks to make electric smart cars in china intalkstomakeelectricsmartcarsinchina65290450 via,1,2018-08-06 13:23:48,1,0,0,0.9557814598083496,0.0,0.0
45,39574,tesla pump coming but honestly i dont think this is the last one,1,2018-08-09 22:29:06,0,1,0,0.0,0.8938917517662048,0.0
46,14775,tesla if the deal is real this should be much higher,1,2018-08-15 16:14:53,0,1,0,0.0,0.9317711591720581,0.0
47,39974,is trading for a living possibletradingforalivingpossiblespy tesla,0,2018-04-25 01:13:00,0,1,0,0.0,0.8292766213417053,0.0
48,14518,has killed german auto companieshave you ever checked their income statements they are all doing very well exopel tesla,0,2018-06-28 22:13:33,0,0,1,0.0,0.0,0.8043359518051147
49,314,mini camp starts next week6 live classes total of 10 training hoursfree copy of our trading as an art dvdfree access to the live trade room learn more here campspy tesla fb tlry aapl,0,2018-11-27 02:45:52,0,1,0,0.0,0.7538498044013977,0.0
50,5787,tesla tesla given a 31500 price target at royal bank of canada p7665245 stocks,1,2018-08-14 15:27:49,0,0,1,0.0,0.0,0.8547571301460266
51,10859,comforting that bear analysis is so bad the gigafactory coming online was at least as important as wh tesla,1,2017-01-25 01:21:54,0,1,0,0.0,0.8171369433403015,0.0
52,20809,enron while it was collapsing did not have turnover as high as this company doestslaenablersteslassubmissiveboardmaybeasbigariskasanerraticceo7f9b69b6f56e,1,2018-09-14 21:37:18,0,1,0,0.0,0.42275169491767883,0.0
53,22987,tesla cars that deposits were taken for over the past two years and delivered in one month all count for that months sales salesacuraaudibmwcarinfinitijaguarlexuscarmercedescarsalesinusaaugustsales via,1,2018-09-06 13:24:06,0,1,0,0.0,0.825849711894989,0.0
54,27031,can ipo solaredge technologies soar with tesla deal thenewamerica052815754710caniposolaredgetechnologiessoarwithteslamotorsbatterypacthtm ibdnews via sedg tesla,0,2015-05-29 02:39:49,0,0,1,0.0,0.0,0.7815319299697876
55,14998,tesla but as the saying goes how do you make god laugh you make a plan,1,2016-07-21 12:05:39,0,0,1,0.0,0.0,0.7177510261535645
56,38588,any thoughts here long from the amzn scare long cmi now from the tesla scare think services is under penetrated obv online has room to grow and millennials will be turned into believers once they have families what price that leads to,0,2017-11-30 12:03:56,0,1,0,0.0,0.9013901352882385,0.0
57,33052,tesla is jokes my days get this road man out of here,0,2018-11-08 14:13:18,0,1,0,0.0,0.8440413475036621,0.0
58,27996,lol are you talking about since the class action lawsuits against cboe was initiated lmao dangerous waters for that manipulation now spy qqq tesla bitcoin vix hmny,0,2018-10-26 14:29:31,0,0,1,0.0,0.0,0.8081279397010803
59,28904,tesla business model is what needs helpnope it never should have gone publichope cool spacex does ipo only after 2050mildrecession2020 gonna cause a real liquidity crunch for tslasad,0,2018-10-13 11:15:57,0,1,0,0.0,0.8810154795646667,0.0
60,28177,the fundamentals on tesla are only getting better,0,2018-10-16 19:15:54,0,1,0,0.0,0.5238891839981079,0.0
61,32862,tesla been there done that,0,2017-06-09 03:31:08,0,0,1,0.0,0.0,0.8573222160339355
62,35302,uup proshares ultra vix shortterm futures etf stock message boarduup scty mjmj tesla uup share share,0,2015-06-16 04:48:06,0,1,0,0.0,0.7378041744232178,0.0
63,31370,couldnt agree more musk is a master shortterm pr tactician theres no underlying tesla strategy then company hustles to pretend musk shortterm proclamations have merit repeat in an ever accelerating tightening hyperloop singularity to be reached soon,1,2018-07-09 18:42:54,0,0,1,0.0,0.0,0.8354620337486267
64,22667,hey cook in the age of twitter would steve jobs have survived type of vicious relentless attacks has to endure tech requires eccentric visionaries while i dont agree with tesla valuation i have enormous respect for musk as an entrepreneur,1,2018-08-17 05:10:01,0,1,0,0.0,0.8437345623970032,0.0
65,24533,and wish you didnt hold on to tesla,0,2016-05-12 16:03:59,0,0,1,0.0,0.0,0.7371212244033813
66,1566,coaching transference psychological futures spx nasdaq esf nqf clf gcf xom amzn googl avgo aapl wfm cvs bac td wmt cost wfc jnj ge gs tesla utx fb jpm dis mcd mo nke tgt rht v markets money steenbarger selfhelp,0,2018-10-23 23:28:51,0,1,0,0.0,0.3887817859649658,0.0
67,12296,mu should you ignore the shortterm pain in micron stock youignoretheshorttermpaininmicronstock slv gld qqq dia djia btc ltc spy stockmarket commodities investing finance stocks gold silver fb twtr aapl amzn tesla intc amd nflx,1,2018-09-22 15:04:15,0,1,0,0.0,0.8723589181900024,0.0
68,34134,today million dollar call options trade mcd de dow tesla ljpc amzn aapl msft lkq bac itunes,1,2017-02-24 01:07:23,1,0,0,0.9806278944015503,0.0,0.0
69,16810,tesla 23026 upperhead res 267272 recomm in shortex mkt ltr 54515 dated 102815 21296volatilenr term obj 261stop loss 211,0,2015-11-06 15:56:17,0,1,0,0.0,0.7990771532058716,0.0
70,14470,i am basing my assumptions on actual figures achieved by tesla what are you basing yours on on hope and a prayer at least its better than elrons promises,1,2018-07-25 19:19:08,0,1,0,0.0,0.5532408952713013,0.0
71,27084,maybe underpaid journalists are only driving old cars however a youtube search is free this hype makes lazy tesla journalists overpaid,1,2016-12-29 13:32:34,0,1,0,0.0,0.8447063565254211,0.0
72,21047,seems very predictable to me tomorrowtsla,1,2018-09-27 22:59:12,0,1,0,0.0,0.8918696045875549,0.0
73,36979,crazy stat from the tech bubble current market capsyhoo 45 billionbrk 409 billion,0,2017-04-10 20:06:33,0,1,0,0.0,0.8655305504798889,0.0
74,32734,ok so thats clear tesla,1,2018-08-07 18:38:05,0,0,1,0.0,0.0,0.5425516366958618
75,32798,tesla looking for the bounce higher to reach 322 329 area before a pullback is seen elliottwave,1,2018-08-20 21:09:44,0,1,0,0.0,0.8745754957199097,0.0
76,22898,on 5kweek the bulls look to volume progress while the bears look to product quality and cost of ramp the debate rages on tesla tslaq,1,2018-07-02 14:22:09,0,1,0,0.0,0.926798403263092,0.0
77,4859,question are bulls happy and optimistic about most things including tesla while bears are negative and cynical about everything who lives a happier life day to day,1,2018-07-10 14:58:30,0,1,0,0.0,0.6735907793045044,0.0
78,8648,tesla what a lovely short opp the earnings pop was shew,0,2015-11-13 19:55:55,0,1,0,0.0,0.8741817474365234,0.0
79,38406,stock picking by algorithms tesla aapl rad nflx amzn srpt opk,0,2015-05-31 10:11:10,1,0,0,0.9622085094451904,0.0,0.0
80,38975,wow this is pretty rich known stock pumper publishing a shot at actual journaliststsla,1,2018-09-12 12:15:07,1,0,0,0.8243699669837952,0.0,0.0
81,3719,tesla teslas board throws elon musk under the bus zero hedge,1,2018-08-15 16:10:17,0,1,0,0.0,0.9361516833305359,0.0
82,15280,bought more tesla here,1,2018-09-28 14:32:33,0,1,0,0.0,0.5616745948791504,0.0
83,13125,apparently none of tslas competitors will have the charging stations around the country to support long distance travel smartass,0,2017-07-22 23:40:10,0,1,0,0.0,0.9063847661018372,0.0
84,24168,mbly cfo says tesla relationship unchanged,0,2016-04-25 17:26:49,0,1,0,0.0,0.825849711894989,0.0
85,31578,i recall when elon musk consistently resisted tesla shorts jack could at the very least do the same for twtr but doesnt,1,2017-01-13 07:33:36,0,1,0,0.0,0.5460157990455627,0.0
86,15146,the tesla model 3 wins the detroit news 2018 car of the year award it is apple on wheelsmodel3detroitnewscaroftheyear2018 tesla,0,2018-12-27 20:21:46,0,1,0,0.0,0.900763988494873,0.0
87,31543,tesla indecisive and weak maybe worth buying at 305 if it pulls back again tomorrow nothing thrilled,1,2018-02-13 03:54:38,0,1,0,0.0,0.914418637752533,0.0
88,25649,whats that kind of argumentporsche built their first electric car in 1898 how many decades is that until elon came along tesla,1,2018-07-17 11:30:49,0,1,0,0.0,0.5524161458015442,0.0
89,37863,tesla tesla ups guidance to 500kyr by 2018 stock soars reportsq1resultshtml,0,2016-05-04 20:48:33,0,1,0,0.0,0.6470608711242676,0.0
90,29169,tesla is the new aapl who doesnt like musk,0,2016-05-22 16:17:07,0,1,0,0.0,0.7568951845169067,0.0
91,14075,teslas musk aiming for millions of sales by 2025 tesla me too in 2025 00000000001 americans can afford up from 00000000000001,1,2015-01-13 22:43:31,0,0,1,0.0,0.0,0.703026294708252
92,20451,the 34 sexiest jessica alba pictures of all time jessicaalbaphotoscelebstalkerrefmsharesourcetshare aapl gpro twtr baba f x amzn tesla fb googl nyse,1,2017-02-02 20:58:16,0,1,0,0.0,0.9132691025733948,0.0
93,9536,they just installed a 5000 watt charger into tesla stock stay away from the plugit is very hott nflx trading on a blip to 245 is not wanted stockmarket trade investing,1,2018-01-23 13:20:06,0,1,0,0.0,0.7112378478050232,0.0
94,10642,when its profoundly obvious that youve joined a cult tesla,0,2018-12-25 22:29:56,0,1,0,0.0,0.8671669363975525,0.0
95,30745,tesla china sales in q4 seem to be around 700800 cars q1 looks much worse though,1,2015-02-27 00:33:39,0,0,1,0.0,0.0,0.5950720906257629
96,4750,new video market recap trade ideas spy qqq aapl fb gpro tlt tesla and more,0,2015-04-22 20:41:38,0,0,1,0.0,0.0,0.8064537048339844
97,36513,saw that smart move tesla couldnt possibly have ever taken deposits on future leases lol right,1,2018-08-16 02:44:50,0,1,0,0.0,0.8514263033866882,0.0
98,24787,hi romanthks for fl see my last price target for aapl twtr tesla goog on,0,2015-07-31 05:26:59,0,1,0,0.0,0.6010228991508484,0.0
99,7306,oh boy i warned elon he should have talked about traveling to neptune not mars if youre going to tell a tall tale make it thoroughly and utterly ridiculous especially if youre trying to divert attention away from your companys terrible performance tesla,1,2018-03-14 19:49:10,0,0,1,0.0,0.0,0.5298208594322205
100,13143,tesla watch for a break higher this week 207,1,2018-01-17 14:41:03,0,1,0,0.0,0.7806395888328552,0.0
101,27415,4 its also still unclear where the money for the china factory will be coming from tesla says it needs 2bn that number has raised eyebrows with gs modeling cost at 45bn which would beat gms china factory costs,0,2018-12-26 23:25:09,1,0,0,0.5756164193153381,0.0,0.0
102,25484,tesla short commentaries on twitter are the epitome of confirmation bias disclosure am short tesla there are legitimate and real risks to the upside here and although the co has horrific economics i dont believe its near bankruptcy as implied by so many users,0,2018-04-02 18:23:06,0,0,1,0.0,0.0,0.5427848100662231
103,1484,you cant trade if you got mnpi from the company you twit tesla,1,2018-08-07 18:56:36,0,0,1,0.0,0.0,0.9415830969810486
104,35900,my 2016 debt report plus the one kind of debt you should buy btu sd vrx line tesla exxi angl sune,0,2016-05-03 18:19:33,1,0,0,0.8972146511077881,0.0,0.0
105,13253,wow elon is absolutey off the rails and in uncharted territory perhaps in some 5th dimension that no other human would understandtsla,1,2018-09-05 19:02:51,0,1,0,0.0,0.676031768321991,0.0
106,8891,i am an adjunct finance professor i show students a chart of tesla based on technicals you could have made a lot of money on fundamentals you would have never bought students should learn both and then they can make a choice,1,2018-09-01 20:51:46,0,1,0,0.0,0.5694214701652527,0.0
107,23163,kirill klip powered by lithium tesla model s test drive washington dc to boston bylithiumteslamodelstesthtmlvpihk9ihuutwitter tesla ilhmf lit f gm,1,2015-02-28 18:23:39,0,1,0,0.0,0.7112132906913757,0.0
108,8895,tesla no one knows what happened in the july 31 meeting,1,2018-08-14 13:27:09,0,0,1,0.0,0.0,0.7748438119888306
109,26782,tesla caught me off guard w many things but thistheyre literally breaking into the semicondctor industry optimizing hardwaresoftware synchronyi remember during stevejobs 2009 keynote unveiling iphone3gs the 1st w an aapl engineered chipsetgamechanger,1,2018-08-02 08:43:35,0,1,0,0.0,0.6037507057189941,0.0
110,34569,autopilot incoming dramatic improvements in the coming months tesla,0,2018-06-05 22:48:34,0,0,1,0.0,0.0,0.9244149327278137
111,816,tesla another good news might pop big today short covering time saysorderbymondaytogetfull7500taxcredit20181012 spy amzn nflx cpm c,0,2018-10-12 13:18:03,0,0,1,0.0,0.0,0.47057756781578064
112,6401,speaking of monday he just bought 33000 shares of the stock investing 985 million more making his investment 20 tesla to show his confidence,0,2018-05-12 15:24:06,0,1,0,0.0,0.6713362336158752,0.0
113,1464,tesla 420 chartthis cool cat is dead if you miss the bounce play the trounce tesla,0,2018-09-30 14:44:16,0,1,0,0.0,0.8459285497665405,0.0
114,27809,is tesla throttling the performance of its cars teslathrottlingperformancecarssourcetweet tesla,1,2017-01-09 16:46:19,0,1,0,0.0,0.728776752948761,0.0
115,37677,wow amzn tesla calls up huge nice nice keep driving,0,2017-05-09 13:47:13,0,1,0,0.0,0.8125646114349365,0.0
116,6275,scan results crossed above 50 dma today cdns dvax fts pba smlp tesla jbgs t neo pypl ions wpc gg aimt stor mpw hrb doc ge aeri,0,2018-10-23 22:09:38,0,1,0,0.0,0.8615444898605347,0.0
117,28737,thank gosh elon liberated us from those nasty stealershipstsla,0,2018-12-15 15:46:40,0,1,0,0.0,0.9083706140518188,0.0
118,2507,tesla current stock price 24341 tesla teslastock bot,0,2015-05-20 16:30:02,1,0,0,0.8738310933113098,0.0,0.0
119,21746,tesla earnings next week been weak most of the day,1,2017-01-30 18:26:07,0,0,1,0.0,0.0,0.6767836809158325
120,34165,kallo saying to buy tesla into launch party friday should get more shorts to cover and tesla to break out,0,2017-07-26 14:45:13,1,0,0,0.5094469785690308,0.0,0.0
121,11897,what he has is a bettery powered car where is thomas edison when we need him battery power for cars is a tech dead end tesla,1,2016-09-03 10:35:45,0,0,1,0.0,0.0,0.5405508279800415
122,4178,your gut must be ill 2 billion in loses a year multiple whistle blower suits ceo in meltdown competition coming out of woodwork cant build cars what will it take for you to get head out of sand tesla tslaq muskmeltdown tesla,1,2018-07-16 18:11:34,0,1,0,0.0,0.7700889110565186,0.0
123,28722,does tslaq hate thisautopilot saves livestesla with autopilot last quarter 1 crashnear miss every 33 million milestesla without ap 1 crashnear miss every 19 million milesnhtsa 1 crash 492000 miles all vehicles near missestsla,0,2018-10-09 11:48:24,0,1,0,0.0,0.8842771053314209,0.0
124,21802,tesla analyst said battery tech from tesla could be transformational kin to the telegraph world changing car becomes an after thought,0,2016-05-04 20:26:37,0,1,0,0.0,0.8256345391273499,0.0
125,23587,also as far as i know the bbry ceo wasnt lying a significant percentage of the time his lips were moving tesla,1,2017-03-18 20:46:41,0,0,1,0.0,0.0,0.7464914321899414
126,625,tesla should fire their cfo if they dont use this recent spike to do an equity raise whether they need it or not,0,2018-06-11 19:26:58,0,1,0,0.0,0.885367214679718,0.0
127,19903,does low oil prices and china sales turn tesla into a edsel,0,2015-07-07 22:38:23,0,0,1,0.0,0.0,0.8781529664993286
128,23138,tesla fire prompts evacuation of tesla gigafactory late saturday,1,2018-09-17 06:03:56,0,1,0,0.0,0.5649260878562927,0.0
129,26907,just not this one tesla,1,2018-08-24 12:22:43,0,1,0,0.0,0.8332036733627319,0.0
130,14857,new use case for model s tesla,0,2016-06-20 14:07:05,0,1,0,0.0,0.8887982964515686,0.0
131,31835,stocks trending now flml pg wen bp uup ziop cnc usl tesla tmf smh tna,1,2015-03-09 09:42:45,0,0,1,0.0,0.0,0.5736256241798401
132,16367,teslas model 3 is becoming one of americas bestselling sedans tesla tesla 1003teslasmodel3isbecomingoneofamericasbestsellingsedans,0,2018-10-04 10:58:31,1,0,0,0.9542055726051331,0.0,0.0
133,3705,new disclosure rules coming for tesla tesla,1,2018-01-08 05:16:59,0,1,0,0.0,0.5751967430114746,0.0
134,6224,tesla weak just as expected i am in the 255ps looking for a move back to 245ish,1,2017-03-20 14:11:41,1,0,0,0.5258510708808899,0.0,0.0
135,20856,reminder this is a 5000pound vehicle operating at high speeds and tesla has unleashed it on the worlds roads rightleftcurveissues,0,2016-06-07 11:47:31,0,1,0,0.0,0.7438949942588806,0.0
136,35489,via harfangcap market bouncing back tesla still on the lows but sure tell your clients and the cult whatever they need to hear tesla,0,2018-10-05 18:54:35,0,1,0,0.0,0.8776054978370667,0.0
137,4273,novel concept or marketing shtick plenty sold solar for ev charging home storage is not because it is a stupid inefficient idea as far as solarstorage is concerned tesla is just a reseller of panalg chem products,0,2018-10-28 18:23:21,1,0,0,0.6287627220153809,0.0,0.0
138,16293,give me one logical reason why elon musk didnt take that sec deal if reports are true it would not have removed him as ceo makes zero sense you remove soo many problemsrisks only one reason folks telsa is a bigger fraud than even i think it is tesla tslaq,1,2018-09-28 21:44:51,0,0,1,0.0,0.0,0.49249643087387085
139,39520,teslas semi truck too much weight and a decade too late teslassemitruckmuchweightdecadelatesourcetweet tesla,0,2017-04-24 02:21:10,0,1,0,0.0,0.5787836909294128,0.0
140,6892,would have killed off whatever is left of tesla model x demand also especially if it does come with a 3rd row seat option,0,2018-12-05 20:41:43,0,1,0,0.0,0.8742143511772156,0.0
141,28785,fundamentally sounds reasonable but not sure how this helps tesla become cash flow positive scty losing money today,0,2016-06-21 21:56:12,0,1,0,0.0,0.643039345741272,0.0
142,12619,lol youre seeking sanity in an insane asylum how many m3s does tesla need to sell at what profit margin to justify 50b its nonsense,1,2017-02-13 19:03:21,0,1,0,0.0,0.937269926071167,0.0
143,18636,no 2handle no steak this will have to do tesla,1,2018-03-23 19:58:27,0,0,1,0.0,0.0,0.8867183923721313
144,9801,simplify your options quotes screens gld slv tesla,1,2015-01-10 00:15:58,0,1,0,0.0,0.7474157810211182,0.0
145,9836,define value creationthere is no lasting value creation without sustainable cashflows and lets remember there wasnt a major recessionmarket downturn since teslas ipo date autos are very cyclical look at teslas balance sheet and imagine a recession tesla tslaq,1,2018-09-14 16:09:18,0,0,1,0.0,0.0,0.5261536836624146
146,17162,tesla likely 300 this time,1,2017-03-14 20:28:58,0,0,1,0.0,0.0,0.9255251288414001
147,15395,heres what to watch for in tesla s earnings tomorrow tesla teslamotors,0,2015-08-04 18:26:23,0,1,0,0.0,0.8670014142990112,0.0
148,734,respectfully will you look at your tesla model 3 tracker today and tell us its not being manipulated by tesla very convenient vin registration dont you think,0,2018-06-28 20:04:01,0,1,0,0.0,0.7873138189315796,0.0
149,36023,probably not worth it for tesla to build a factory in china to save the shipping costs on the 2 cars per month it has been selling there,0,2017-09-28 15:31:30,0,1,0,0.0,0.7245743274688721,0.0
150,20962,i understand deliveryhell all but you cant have your customers at the receiving end all the timethis was your 4th delivery attempt bro it sure as hell sounds like tesla can do whatever they want because you keep taking it,0,2018-11-28 16:46:36,0,0,1,0.0,0.0,0.8381235599517822
151,32044,sino this low float oversold shipping ticker is ready to run to 2pt get in to make bank with me nflx aapl fb tesla msft hmny 3p,1,2016-11-08 09:15:01,0,1,0,0.0,0.598369836807251,0.0
152,34194,tesla tesla rating reiterated by keycorp p2060935,0,2018-04-06 14:34:42,0,0,1,0.0,0.0,0.700356125831604
153,32370,focus list avlr bzun gbt hqy iipr newr oas ps roku se sfix shak staa supn tpiv tesla ttd twtr vrtx wll wrd xlrn yext zfgn,1,2018-07-02 06:58:00,0,1,0,0.0,0.7214037775993347,0.0
154,33013,how not to be a sheep of wall street sheepwallstreetsourcefeedf lnkd nflx tesla twtr,0,2016-03-09 18:44:38,0,1,0,0.0,0.8970081806182861,0.0
155,19822,tesla what i said,1,2018-08-13 13:27:03,0,0,1,0.0,0.0,0.8450542688369751
156,18529,actually plenty know a couple tesla ubers and an escalade,0,2016-01-04 22:38:52,0,1,0,0.0,0.8371274471282959,0.0
157,8153,more tesla correspondence with sec sec bit slaps innovative nongaap terminology negative operating cash flows are negative,1,2017-02-21 18:31:16,0,1,0,0.0,0.8239607810974121,0.0
158,4741,clear explanation of tesla lbo if you are interested in this topic it s a must read bottom line pay attention to personal bias,1,2018-08-12 09:39:36,0,1,0,0.0,0.7294281125068665,0.0
159,34382,co2 emissions cut for eu vehicles co2emissionscuteuvehiclessourcefeedf f gm fcau tesla,0,2017-11-08 08:57:28,0,0,1,0.0,0.0,0.4997108578681946
160,38990,2025 more like 20182025 2020 lots of longrange evs will hit the market and by then 150kw charging networks will also be available in all important car markets tesla no more moat and still burning a lot of cash,1,2018-01-01 00:36:27,0,1,0,0.0,0.507449209690094,0.0
161,11854,these analysts only know iphone8 iphonex in their whole worldsounds goodnot everyone jumps to iphone8xkids enter iphone food chain via iphone6splus since it is cheaper just bought 2 for mine aapl fb amzn googl snap f c msft goog tesla,0,2017-09-28 18:56:54,0,1,0,0.0,0.8382124304771423,0.0
162,8476,tesla decides to warn on the 4th a market holiday hmm investors still noticed tesla down nearly 4 premarket,1,2016-07-05 11:20:39,0,0,1,0.0,0.0,0.665337085723877
163,30441,070815 cnbc early movers hog tesla wwe msft bcs more,0,2015-07-08 12:08:07,0,1,0,0.0,0.7224865555763245,0.0
164,38327,i beat 94 of people trading tesla ranking 84 wicked hella good the trading game stockcharttradinggame,0,2015-10-20 09:05:33,0,1,0,0.0,0.8172747492790222,0.0
165,6596,active traders try one of these free trading guidesnflx tesla aapl wfm gs fb amzn googl nvda,1,2018-07-23 14:30:30,1,0,0,0.43451830744743347,0.0,0.0
166,22991,meanwhileinside elons tenttheres not even a breezetsla,1,2018-08-10 23:11:03,0,1,0,0.0,0.7907519340515137,0.0
